timestamp,query,length,entropy,subdomains,ttl,freq,status,tag
2026-04-14 13:31:13,browser-intake-us5-datadoghq.com,32,4.241729296672174,1,,1,Suspicious — confidence 98%,suspicious
2026-04-14 13:31:14,browser-intake-us5-datadoghq.com,32,4.241729296672174,1,,2,Suspicious — confidence 98%,suspicious
2026-04-14 13:31:33,,0,0.0,0,289,0,Normal,normal
2026-04-14 13:31:33,,0,0.0,0,289,0,Normal,normal
2026-04-14 13:31:33,beacons.gcp.gvt2.com,20,3.6464393446710153,3,,1,Normal (Allowlisted: *.gcp.gvt2.com),normal
2026-04-14 13:31:33,,0,0.0,0,115,0,Normal,normal
2026-04-14 13:31:41,a-api.anthropic.com,19,3.4713544870139286,2,,1,Normal,normal
2026-04-14 13:31:41,,0,0.0,0,20,0,Normal,normal
2026-04-14 13:31:41,ogads-pa.clients6.google.com,28,3.8248629576173565,3,,1,Normal (Allowlisted: *.google.com),normal
2026-04-14 13:31:41,,0,0.0,0,79,0,Normal,normal
2026-04-14 13:31:42,ol-collector.quillbot.com,25,3.36488945173324,2,,1,Normal,normal
2026-04-14 13:31:42,,0,0.0,0,287,0,Normal,normal
2026-04-14 13:31:42,gemini.google.com,17,3.057476076289932,2,,1,Normal (Allowlisted: *.google.com),normal
2026-04-14 13:31:42,,0,0.0,0,49,0,Normal,normal
2026-04-14 13:31:42,safebrowsing.google.com,23,3.708132064658602,2,,1,Normal (Allowlisted: *.google.com),normal
2026-04-14 13:31:42,safebrowsing.google.com,23,3.708132064658602,2,,2,Normal (Allowlisted: *.google.com),normal
2026-04-14 13:31:42,,0,0.0,0,151,0,Normal,normal
2026-04-14 13:31:42,www.gstatic.com,15,3.189898095464287,2,,1,Normal (Allowlisted: *.gstatic.com),normal
2026-04-14 13:31:48,,0,0.0,0,112,0,Normal,normal
2026-04-14 13:31:48,lh3.googleusercontent.com,25,3.653660689688185,2,,1,Normal (Allowlisted: *.googleusercontent.com),normal
2026-04-14 13:31:48,www.googletagmanager.com,24,3.4072682296173893,2,,1,Normal (Allowlisted: *.googletagmanager.com),normal
2026-04-14 13:31:48,waa-pa.clients6.google.com,26,3.8441065448145375,3,,1,Normal (Allowlisted: *.google.com),normal
2026-04-14 13:31:48,,0,0.0,0,118,0,Normal,normal
2026-04-14 13:31:48,,0,0.0,0,167,0,Normal,normal
2026-04-14 13:31:48,,0,0.0,0,268,0,Normal,normal
2026-04-14 13:31:48,mobile.events.data.microsoft.com,32,3.8042292966721747,4,,1,Normal (Allowlisted: *.microsoft.com),normal
2026-04-14 13:31:49,,0,0.0,0,88,0,Normal,normal
2026-04-14 13:31:49,fonts.gstatic.com,17,3.337175341123077,2,,1,Normal (Allowlisted: *.gstatic.com),normal
2026-04-14 13:31:49,,0,0.0,0,151,0,Normal,normal
2026-04-14 13:31:51,www.google-analytics.com,24,3.772055208874201,2,,1,Normal,normal
2026-04-14 13:31:51,,0,0.0,0,246,0,Normal,normal
2026-04-14 13:31:51,analytics.google.com,20,3.5841837197791886,2,,1,Normal (Allowlisted: *.google.com),normal
2026-04-14 13:31:56,,0,0.0,0,164,0,Normal,normal
